asin,reviewerID,overall,unixReviewTime,timestamp,year
4,2178,5.0,1390262400,2014-01-21 01:00:00,2014
4,1942,2.0,1376697600,2013-08-17 02:00:00,2013
4,379,5.0,1371340800,2013-06-16 02:00:00,2013
4,1814,5.0,1367366400,2013-05-01 02:00:00,2013
4,923,5.0,1367020800,2013-04-27 02:00:00,2013
4,3309,5.0,1365638400,2013-04-11 02:00:00,2013
4,248,5.0,1356912000,2012-12-31 01:00:00,2012
5,540,4.0,1331856000,2012-03-16 01:00:00,2012
5,3818,4.0,1376352000,2013-08-13 02:00:00,2013
5,393,5.0,1375833600,2013-08-07 02:00:00,2013
5,3368,5.0,1373328000,2013-07-09 02:00:00,2013
5,3853,5.0,1366675200,2013-04-23 02:00:00,2013
5,1629,5.0,1363564800,2013-03-18 01:00:00,2013
5,1460,3.0,1363219200,2013-03-14 01:00:00,2013
5,2726,4.0,1354924800,2012-12-08 01:00:00,2012
5,2702,4.0,1351728000,2012-11-01 01:00:00,2012
6,956,4.0,1519689600,2018-02-27 01:00:00,2018
6,2472,5.0,1516406400,2018-01-20 01:00:00,2018
6,283,5.0,1507766400,2017-10-12 02:00:00,2017
6,2262,5.0,1505865600,2017-09-20 02:00:00,2017
6,2716,4.0,1499558400,2017-07-09 02:00:00,2017
6,3210,5.0,1497225600,2017-06-12 02:00:00,2017
9,3420,5.0,1325808000,2012-01-06 01:00:00,2012
9,2989,5.0,1320192000,2011-11-02 01:00:00,2011
6,817,5.0,1482969600,2016-12-29 01:00:00,2016
9,2364,5.0,1447459200,2015-11-14 01:00:00,2015
9,1766,5.0,1445817600,2015-10-26 01:00:00,2015
9,141,5.0,1439769600,2015-08-17 02:00:00,2015
6,3531,4.0,1476921600,2016-10-20 02:00:00,2016
9,2832,4.0,1428796800,2015-04-12 02:00:00,2015
9,1068,5.0,1424822400,2015-02-25 01:00:00,2015
6,2174,5.0,1473465600,2016-09-10 02:00:00,2016
6,1271,5.0,1471910400,2016-08-23 02:00:00,2016
9,1723,4.0,1419120000,2014-12-21 01:00:00,2014
9,4179,5.0,1417392000,2014-12-01 01:00:00,2014
6,3668,5.0,1464220800,2016-05-26 02:00:00,2016
6,24,5.0,1462406400,2016-05-05 02:00:00,2016
6,2660,4.0,1457913600,2016-03-14 01:00:00,2016
9,688,4.0,1410652800,2014-09-14 02:00:00,2014
9,3333,5.0,1410393600,2014-09-11 02:00:00,2014
6,3588,5.0,1455840000,2016-02-19 01:00:00,2016
9,3923,4.0,1405641600,2014-07-18 02:00:00,2014
9,369,5.0,1404691200,2014-07-07 02:00:00,2014
9,150,4.0,1394496000,2014-03-11 01:00:00,2014
8,4081,5.0,1508716800,2017-10-23 02:00:00,2017
6,712,5.0,1452211200,2016-01-08 01:00:00,2016
6,621,5.0,1450742400,2015-12-22 01:00:00,2015
6,2576,5.0,1449792000,2015-12-11 01:00:00,2015
9,1387,5.0,1392768000,2014-02-19 01:00:00,2014
9,232,4.0,1387065600,2013-12-15 01:00:00,2013
9,3369,5.0,1386633600,2013-12-10 01:00:00,2013
6,1367,5.0,1449187200,2015-12-04 01:00:00,2015
6,742,4.0,1448755200,2015-11-29 01:00:00,2015
6,3490,5.0,1446595200,2015-11-04 01:00:00,2015
9,889,5.0,1379376000,2013-09-17 02:00:00,2013
9,2569,4.0,1379289600,2013-09-16 02:00:00,2013
8,671,5.0,1482883200,2016-12-28 01:00:00,2016
8,3756,4.0,1477785600,2016-10-30 02:00:00,2016
6,622,5.0,1444003200,2015-10-05 02:00:00,2015
6,2567,5.0,1443312000,2015-09-27 02:00:00,2015
6,4081,5.0,1442534400,2015-09-18 02:00:00,2015
6,1063,3.0,1441584000,2015-09-07 02:00:00,2015
9,4005,5.0,1372464000,2013-06-29 02:00:00,2013
9,3323,4.0,1371772800,2013-06-21 02:00:00,2013
6,2317,5.0,1440806400,2015-08-29 02:00:00,2015
6,2575,4.0,1439769600,2015-08-17 02:00:00,2015
6,2647,5.0,1439596800,2015-08-15 02:00:00,2015
8,422,5.0,1453593600,2016-01-24 01:00:00,2016
6,1845,5.0,1435881600,2015-07-03 02:00:00,2015
8,1563,5.0,1434240000,2015-06-14 02:00:00,2015
8,3073,5.0,1415836800,2014-11-13 01:00:00,2014
8,22,5.0,1398816000,2014-04-30 02:00:00,2014
9,3708,5.0,1363046400,2013-03-12 01:00:00,2013
6,4172,5.0,1435449600,2015-06-28 02:00:00,2015
6,322,5.0,1433289600,2015-06-03 02:00:00,2015
8,2704,5.0,1368057600,2013-05-09 02:00:00,2013
8,2,5.0,1363651200,2013-03-19 01:00:00,2013
14,4002,5.0,1515110400,2018-01-05 01:00:00,2018
6,3418,1.0,1432512000,2015-05-25 02:00:00,2015
9,1536,4.0,1341964800,2012-07-11 02:00:00,2012
14,4234,1.0,1493683200,2017-05-02 02:00:00,2017
6,3779,5.0,1427414400,2015-03-27 01:00:00,2015
6,3316,5.0,1427241600,2015-03-25 01:00:00,2015
6,1463,5.0,1423785600,2015-02-13 01:00:00,2015
14,3789,5.0,1489881600,2017-03-19 01:00:00,2017
6,2728,5.0,1422662400,2015-01-31 01:00:00,2015
14,664,4.0,1486339200,2017-02-06 01:00:00,2017
15,3349,5.0,1461024000,2016-04-19 02:00:00,2016
6,2714,5.0,1419984000,2014-12-31 01:00:00,2014
15,2008,5.0,1449792000,2015-12-11 01:00:00,2015
6,1317,5.0,1415750400,2014-11-12 01:00:00,2014
6,745,4.0,1413331200,2014-10-15 02:00:00,2014
6,2809,5.0,1410480000,2014-09-12 02:00:00,2014
6,2706,5.0,1408752000,2014-08-23 02:00:00,2014
15,2673,5.0,1438732800,2015-08-05 02:00:00,2015
15,1150,4.0,1436918400,2015-07-15 02:00:00,2015
6,457,5.0,1400976000,2014-05-25 02:00:00,2014
6,1649,5.0,1400630400,2014-05-21 02:00:00,2014
6,2392,5.0,1397692800,2014-04-17 02:00:00,2014
6,2582,5.0,1392595200,2014-02-17 01:00:00,2014
15,1195,5.0,1428105600,2015-04-04 02:00:00,2015
6,3093,3.0,1386288000,2013-12-06 01:00:00,2013
6,2513,5.0,1386288000,2013-12-06 01:00:00,2013
14,2253,3.0,1453939200,2016-01-28 01:00:00,2016
6,2571,5.0,1383177600,2013-10-31 01:00:00,2013
15,4097,5.0,1424822400,2015-02-25 01:00:00,2015
15,1323,4.0,1423872000,2015-02-14 01:00:00,2015
6,221,5.0,1382313600,2013-10-21 02:00:00,2013
6,4212,5.0,1381795200,2013-10-15 02:00:00,2013
14,3302,5.0,1448928000,2015-12-01 01:00:00,2015
14,3619,5.0,1446422400,2015-11-02 01:00:00,2015
14,3740,5.0,1444694400,2015-10-13 02:00:00,2015
13,219,5.0,1483660800,2017-01-06 01:00:00,2017
13,209,5.0,1481760000,2016-12-15 01:00:00,2016
13,629,5.0,1478476800,2016-11-07 01:00:00,2016
6,4218,4.0,1372809600,2013-07-03 02:00:00,2013
13,2656,5.0,1432684800,2015-05-27 02:00:00,2015
13,282,5.0,1431216000,2015-05-10 02:00:00,2015
13,688,4.0,1430352000,2015-04-30 02:00:00,2015
12,2146,1.0,1301356800,2011-03-29 02:00:00,2011
15,2014,5.0,1400716800,2014-05-22 02:00:00,2014
13,2706,5.0,1428883200,2015-04-13 02:00:00,2015
13,1783,5.0,1424736000,2015-02-24 01:00:00,2015
14,4097,5.0,1424822400,2015-02-25 01:00:00,2015
14,292,5.0,1417564800,2014-12-03 01:00:00,2014
6,2886,4.0,1360800000,2013-02-14 01:00:00,2013
15,495,3.0,1383523200,2013-11-04 01:00:00,2013
14,3651,4.0,1396828800,2014-04-07 02:00:00,2014
6,1404,5.0,1352505600,2012-11-10 01:00:00,2012
15,1898,5.0,1372118400,2013-06-25 02:00:00,2013
6,489,5.0,1331424000,2012-03-11 01:00:00,2012
12,1195,5.0,1504483200,2017-09-04 02:00:00,2017
6,1659,5.0,1327449600,2012-01-25 01:00:00,2012
15,603,5.0,1371686400,2013-06-20 02:00:00,2013
14,2231,5.0,1372550400,2013-06-30 02:00:00,2013
12,3000,5.0,1495497600,2017-05-23 02:00:00,2017
12,389,5.0,1494806400,2017-05-15 02:00:00,2017
12,416,5.0,1492041600,2017-04-13 02:00:00,2017
14,4212,5.0,1369526400,2013-05-26 02:00:00,2013
6,1295,5.0,1301443200,2011-03-30 02:00:00,2011
14,1195,5.0,1350950400,2012-10-23 02:00:00,2012
12,2952,3.0,1483920000,2017-01-09 01:00:00,2017
12,1533,5.0,1433289600,2015-06-03 02:00:00,2015
12,1783,5.0,1424736000,2015-02-24 01:00:00,2015
12,1943,4.0,1415145600,2014-11-05 01:00:00,2014
12,2,5.0,1409097600,2014-08-27 02:00:00,2014
16,2900,5.0,1408924800,2014-08-25 02:00:00,2014
12,1671,4.0,1399420800,2014-05-07 02:00:00,2014
12,1305,5.0,1387756800,2013-12-23 01:00:00,2013
16,3311,5.0,1496448000,2017-06-03 02:00:00,2017
16,73,4.0,1467849600,2016-07-07 02:00:00,2016
16,3700,5.0,1437004800,2015-07-16 02:00:00,2015
16,3690,5.0,1420675200,2015-01-08 01:00:00,2015
16,2073,5.0,1418688000,2014-12-16 01:00:00,2014
11,1867,3.0,1478649600,2016-11-09 01:00:00,2016
11,2308,5.0,1477872000,2016-10-31 01:00:00,2016
11,2682,5.0,1453507200,2016-01-23 01:00:00,2016
11,1122,4.0,1452988800,2016-01-17 01:00:00,2016
11,704,5.0,1450483200,2015-12-19 01:00:00,2015
11,467,5.0,1449446400,2015-12-07 01:00:00,2015
11,1459,5.0,1446768000,2015-11-06 01:00:00,2015
11,2400,5.0,1445126400,2015-10-18 02:00:00,2015
11,2478,3.0,1443484800,2015-09-29 02:00:00,2015
11,1766,5.0,1441238400,2015-09-03 02:00:00,2015
11,393,5.0,1441238400,2015-09-03 02:00:00,2015
11,2236,5.0,1437955200,2015-07-27 02:00:00,2015
11,2065,5.0,1435104000,2015-06-24 02:00:00,2015
11,234,5.0,1428105600,2015-04-04 02:00:00,2015
11,4228,5.0,1426809600,2015-03-20 01:00:00,2015
11,2190,5.0,1426464000,2015-03-16 01:00:00,2015
11,50,4.0,1425340800,2015-03-03 01:00:00,2015
11,906,4.0,1425168000,2015-03-01 01:00:00,2015
11,854,5.0,1425081600,2015-02-28 01:00:00,2015
11,2962,5.0,1424995200,2015-02-27 01:00:00,2015
11,1214,5.0,1424736000,2015-02-24 01:00:00,2015
11,708,5.0,1424649600,2015-02-23 01:00:00,2015
11,1829,4.0,1424649600,2015-02-23 01:00:00,2015
11,2739,5.0,1424476800,2015-02-21 01:00:00,2015
11,3461,5.0,1423612800,2015-02-11 01:00:00,2015
11,2827,5.0,1423008000,2015-02-04 01:00:00,2015
11,1278,5.0,1422057600,2015-01-24 01:00:00,2015
11,484,5.0,1421712000,2015-01-20 01:00:00,2015
11,3843,5.0,1420243200,2015-01-03 01:00:00,2015
11,2215,5.0,1418860800,2014-12-18 01:00:00,2014
11,2974,5.0,1417564800,2014-12-03 01:00:00,2014
11,1055,3.0,1416960000,2014-11-26 01:00:00,2014
11,3058,5.0,1414281600,2014-10-26 02:00:00,2014
11,4226,5.0,1413763200,2014-10-20 02:00:00,2014
10,3204,5.0,1293580800,2010-12-29 01:00:00,2010
10,102,4.0,1290038400,2010-11-18 01:00:00,2010
11,607,5.0,1409875200,2014-09-05 02:00:00,2014
11,526,4.0,1409788800,2014-09-04 02:00:00,2014
11,4025,5.0,1408752000,2014-08-23 02:00:00,2014
11,826,5.0,1407110400,2014-08-04 02:00:00,2014
11,2463,5.0,1405468800,2014-07-16 02:00:00,2014
11,2900,5.0,1404259200,2014-07-02 02:00:00,2014
11,1325,5.0,1402358400,2014-06-10 02:00:00,2014
11,2606,5.0,1402099200,2014-06-07 02:00:00,2014
11,3807,5.0,1401321600,2014-05-29 02:00:00,2014
11,2475,4.0,1400025600,2014-05-14 02:00:00,2014
11,298,1.0,1391126400,2014-01-31 01:00:00,2014
10,3506,5.0,1522627200,2018-04-02 02:00:00,2018
10,1070,5.0,1520985600,2018-03-14 01:00:00,2018
11,3693,5.0,1390780800,2014-01-27 01:00:00,2014
11,3718,5.0,1388880000,2014-01-05 01:00:00,2014
11,3911,2.0,1388707200,2014-01-03 01:00:00,2014
11,3253,5.0,1388275200,2013-12-29 01:00:00,2013
11,2936,2.0,1386806400,2013-12-12 01:00:00,2013
10,3547,4.0,1520640000,2018-03-10 01:00:00,2018
11,2207,5.0,1385596800,2013-11-28 01:00:00,2013
11,2692,4.0,1383436800,2013-11-03 01:00:00,2013
10,4107,4.0,1517616000,2018-02-03 01:00:00,2018
11,1635,4.0,1376697600,2013-08-17 02:00:00,2013
10,2296,5.0,1513814400,2017-12-21 01:00:00,2017
11,3902,5.0,1372723200,2013-07-02 02:00:00,2013
11,1394,5.0,1371168000,2013-06-14 02:00:00,2013
10,3171,5.0,1511568000,2017-11-25 01:00:00,2017
11,850,5.0,1368057600,2013-05-09 02:00:00,2013
11,2791,4.0,1363910400,2013-03-22 01:00:00,2013
10,2359,4.0,1510444800,2017-11-12 01:00:00,2017
11,2867,5.0,1357084800,2013-01-02 01:00:00,2013
11,1474,3.0,1356048000,2012-12-21 01:00:00,2012
10,521,5.0,1505692800,2017-09-18 02:00:00,2017
11,1697,5.0,1353715200,2012-11-24 01:00:00,2012
10,596,5.0,1503792000,2017-08-27 02:00:00,2017
10,3647,5.0,1503187200,2017-08-20 02:00:00,2017
10,450,5.0,1500422400,2017-07-19 02:00:00,2017
10,2054,5.0,1499558400,2017-07-09 02:00:00,2017
10,3404,5.0,1497052800,2017-06-10 02:00:00,2017
10,1932,5.0,1495843200,2017-05-27 02:00:00,2017
10,2064,5.0,1495756800,2017-05-26 02:00:00,2017
10,1684,5.0,1494892800,2017-05-16 02:00:00,2017
10,398,4.0,1492560000,2017-04-19 02:00:00,2017
10,3640,5.0,1492387200,2017-04-17 02:00:00,2017
10,1475,4.0,1489968000,2017-03-20 01:00:00,2017
10,28,4.0,1489881600,2017-03-19 01:00:00,2017
10,842,5.0,1488412800,2017-03-02 01:00:00,2017
10,488,2.0,1485475200,2017-01-27 01:00:00,2017
10,2290,4.0,1485129600,2017-01-23 01:00:00,2017
10,3290,5.0,1483228800,2017-01-01 01:00:00,2017
10,817,4.0,1482969600,2016-12-29 01:00:00,2016
10,1451,5.0,1480550400,2016-12-01 01:00:00,2016
10,3952,5.0,1479254400,2016-11-16 01:00:00,2016
10,3405,5.0,1478822400,2016-11-11 01:00:00,2016
10,3037,4.0,1477699200,2016-10-29 02:00:00,2016
10,626,4.0,1477267200,2016-10-24 02:00:00,2016
10,2784,5.0,1477008000,2016-10-21 02:00:00,2016
10,3551,5.0,1475884800,2016-10-08 02:00:00,2016
10,2802,5.0,1475798400,2016-10-07 02:00:00,2016
10,173,5.0,1475452800,2016-10-03 02:00:00,2016
10,1957,5.0,1470960000,2016-08-12 02:00:00,2016
10,4217,5.0,1469577600,2016-07-27 02:00:00,2016
10,2293,5.0,1466985600,2016-06-27 02:00:00,2016
10,1741,5.0,1466294400,2016-06-19 02:00:00,2016
10,1740,5.0,1465603200,2016-06-11 02:00:00,2016
10,3599,5.0,1464912000,2016-06-03 02:00:00,2016
10,572,5.0,1464048000,2016-05-24 02:00:00,2016
10,4106,5.0,1463788800,2016-05-21 02:00:00,2016
10,2689,4.0,1461801600,2016-04-28 02:00:00,2016
10,3742,4.0,1461715200,2016-04-27 02:00:00,2016
10,2099,5.0,1461369600,2016-04-23 02:00:00,2016
10,586,5.0,1459382400,2016-03-31 02:00:00,2016
10,346,5.0,1458345600,2016-03-19 01:00:00,2016
10,2263,5.0,1456963200,2016-03-03 01:00:00,2016
10,3099,4.0,1456444800,2016-02-26 01:00:00,2016
10,2326,5.0,1451347200,2015-12-29 01:00:00,2015
10,4033,5.0,1450656000,2015-12-21 01:00:00,2015
10,2547,5.0,1447718400,2015-11-17 01:00:00,2015
10,2881,5.0,1444867200,2015-10-15 02:00:00,2015
10,2085,5.0,1444521600,2015-10-11 02:00:00,2015
10,4028,5.0,1441152000,2015-09-02 02:00:00,2015
20,1924,3.0,1325376000,2012-01-01 01:00:00,2012
10,79,5.0,1440547200,2015-08-26 02:00:00,2015
10,1010,4.0,1439510400,2015-08-14 02:00:00,2015
10,1802,4.0,1438646400,2015-08-04 02:00:00,2015
10,3167,5.0,1437609600,2015-07-23 02:00:00,2015
10,194,4.0,1437264000,2015-07-19 02:00:00,2015
10,555,5.0,1437177600,2015-07-18 02:00:00,2015
10,2400,5.0,1437177600,2015-07-18 02:00:00,2015
10,2576,5.0,1436659200,2015-07-12 02:00:00,2015
10,4059,5.0,1434844800,2015-06-21 02:00:00,2015
20,1195,5.0,1504483200,2017-09-04 02:00:00,2017
20,685,5.0,1503964800,2017-08-29 02:00:00,2017
10,2684,5.0,1434326400,2015-06-15 02:00:00,2015
10,739,5.0,1433894400,2015-06-10 02:00:00,2015
20,2387,5.0,1500163200,2017-07-16 02:00:00,2017
20,3544,5.0,1496707200,2017-06-06 02:00:00,2017
20,916,5.0,1493683200,2017-05-02 02:00:00,2017
20,2310,5.0,1493337600,2017-04-28 02:00:00,2017
20,1003,5.0,1493251200,2017-04-27 02:00:00,2017
20,67,5.0,1490313600,2017-03-24 01:00:00,2017
10,4208,5.0,1433376000,2015-06-04 02:00:00,2015
20,4088,5.0,1485388800,2017-01-26 01:00:00,2017
10,3434,4.0,1429488000,2015-04-20 02:00:00,2015
10,358,5.0,1428624000,2015-04-10 02:00:00,2015
10,1627,5.0,1427673600,2015-03-30 02:00:00,2015
20,1750,4.0,1469750400,2016-07-29 02:00:00,2016
20,1692,5.0,1468454400,2016-07-14 02:00:00,2016
17,1295,5.0,1301443200,2011-03-30 02:00:00,2011
20,32,5.0,1464307200,2016-05-27 02:00:00,2016
10,3023,5.0,1426032000,2015-03-11 01:00:00,2015
10,259,5.0,1425600000,2015-03-06 01:00:00,2015
10,1000,5.0,1425600000,2015-03-06 01:00:00,2015
10,334,4.0,1425340800,2015-03-03 01:00:00,2015
10,42,5.0,1425081600,2015-02-28 01:00:00,2015
10,800,5.0,1424908800,2015-02-26 01:00:00,2015
10,3209,5.0,1424908800,2015-02-26 01:00:00,2015
20,2364,5.0,1447459200,2015-11-14 01:00:00,2015
20,2073,4.0,1447027200,2015-11-09 01:00:00,2015
10,4197,5.0,1424649600,2015-02-23 01:00:00,2015
10,2056,3.0,1424649600,2015-02-23 01:00:00,2015
10,3530,4.0,1424563200,2015-02-22 01:00:00,2015
10,1586,4.0,1424304000,2015-02-19 01:00:00,2015
20,1373,5.0,1428192000,2015-04-05 02:00:00,2015
10,3185,4.0,1423699200,2015-02-12 01:00:00,2015
10,3822,5.0,1423612800,2015-02-11 01:00:00,2015
20,3174,5.0,1424131200,2015-02-17 01:00:00,2015
20,2056,5.0,1420761600,2015-01-09 01:00:00,2015
17,4079,4.0,1519689600,2018-02-27 01:00:00,2018
10,1113,5.0,1423353600,2015-02-08 01:00:00,2015
10,4271,4.0,1423353600,2015-02-08 01:00:00,2015
10,2993,5.0,1423267200,2015-02-07 01:00:00,2015
10,663,4.0,1422489600,2015-01-29 01:00:00,2015
20,1648,5.0,1364083200,2013-03-24 01:00:00,2013
10,1429,5.0,1422489600,2015-01-29 01:00:00,2015
10,4072,5.0,1421971200,2015-01-23 01:00:00,2015
10,1484,5.0,1421884800,2015-01-22 01:00:00,2015
10,1182,5.0,1421625600,2015-01-19 01:00:00,2015
19,3262,3.0,1513036800,2017-12-12 01:00:00,2017
17,2944,4.0,1514332800,2017-12-27 01:00:00,2017
10,3539,5.0,1421107200,2015-01-13 01:00:00,2015
10,3706,5.0,1420934400,2015-01-11 01:00:00,2015
19,1369,5.0,1504569600,2017-09-05 02:00:00,2017
10,3225,5.0,1420675200,2015-01-08 01:00:00,2015
10,3113,5.0,1420675200,2015-01-08 01:00:00,2015
10,3487,4.0,1420588800,2015-01-07 01:00:00,2015
17,2306,5.0,1508716800,2017-10-23 02:00:00,2017
10,1972,5.0,1419897600,2014-12-30 01:00:00,2014
19,3076,5.0,1500336000,2017-07-18 02:00:00,2017
19,81,5.0,1498521600,2017-06-27 02:00:00,2017
10,1723,4.0,1419120000,2014-12-21 01:00:00,2014
10,2834,5.0,1418342400,2014-12-12 01:00:00,2014
10,2138,4.0,1418169600,2014-12-10 01:00:00,2014
17,3000,5.0,1502668800,2017-08-14 02:00:00,2017
19,1192,5.0,1494460800,2017-05-11 02:00:00,2017
19,1557,5.0,1493683200,2017-05-02 02:00:00,2017
10,457,5.0,1417392000,2014-12-01 01:00:00,2014
10,3074,5.0,1417305600,2014-11-30 01:00:00,2014
17,3367,5.0,1497571200,2017-06-16 02:00:00,2017
17,2064,5.0,1495756800,2017-05-26 02:00:00,2017
10,71,5.0,1417219200,2014-11-29 01:00:00,2014
10,2009,5.0,1416355200,2014-11-19 01:00:00,2014
10,4138,5.0,1416009600,2014-11-15 01:00:00,2014
19,3797,5.0,1489449600,2017-03-14 01:00:00,2017
19,371,4.0,1485734400,2017-01-30 01:00:00,2017
10,4211,5.0,1415836800,2014-11-13 01:00:00,2014
10,3971,5.0,1415664000,2014-11-11 01:00:00,2014
10,117,4.0,1415232000,2014-11-06 01:00:00,2014
17,4255,5.0,1495324800,2017-05-21 02:00:00,2017
17,1693,5.0,1494547200,2017-05-12 02:00:00,2017
19,4088,5.0,1485388800,2017-01-26 01:00:00,2017
19,987,5.0,1484697600,2017-01-18 01:00:00,2017
10,826,5.0,1415232000,2014-11-06 01:00:00,2014
10,1450,5.0,1414713600,2014-10-31 01:00:00,2014
10,350,5.0,1414108800,2014-10-24 02:00:00,2014
17,1454,5.0,1492560000,2017-04-19 02:00:00,2017
19,3039,4.0,1481846400,2016-12-16 01:00:00,2016
10,3461,5.0,1411516800,2014-09-24 02:00:00,2014
10,617,5.0,1411084800,2014-09-19 02:00:00,2014
10,390,5.0,1410998400,2014-09-18 02:00:00,2014
19,1375,5.0,1477526400,2016-10-27 02:00:00,2016
17,2138,4.0,1485907200,2017-02-01 01:00:00,2017
10,507,5.0,1408838400,2014-08-24 02:00:00,2014
19,3120,5.0,1473033600,2016-09-05 02:00:00,2016
19,3022,5.0,1472428800,2016-08-29 02:00:00,2016
10,1501,5.0,1408406400,2014-08-19 02:00:00,2014
19,2994,5.0,1472256000,2016-08-27 02:00:00,2016
19,1862,5.0,1471478400,2016-08-18 02:00:00,2016
10,3340,5.0,1406592000,2014-07-29 02:00:00,2014
10,2914,5.0,1406505600,2014-07-28 02:00:00,2014
10,3129,5.0,1406419200,2014-07-27 02:00:00,2014
10,3485,5.0,1405382400,2014-07-15 02:00:00,2014
10,317,5.0,1404950400,2014-07-10 02:00:00,2014
17,4122,5.0,1477353600,2016-10-25 02:00:00,2016
10,2963,3.0,1404518400,2014-07-05 02:00:00,2014
19,3856,5.0,1464566400,2016-05-30 02:00:00,2016
19,4032,5.0,1461283200,2016-04-22 02:00:00,2016
10,2158,5.0,1402963200,2014-06-17 02:00:00,2014
19,1421,1.0,1458691200,2016-03-23 01:00:00,2016
19,2936,5.0,1457913600,2016-03-14 01:00:00,2016
10,1760,5.0,1399939200,2014-05-13 02:00:00,2014
10,3807,4.0,1397779200,2014-04-18 02:00:00,2014
19,1149,5.0,1455062400,2016-02-10 01:00:00,2016
19,3692,5.0,1454889600,2016-02-08 01:00:00,2016
19,2253,3.0,1453939200,2016-01-28 01:00:00,2016
10,1880,5.0,1395532800,2014-03-23 01:00:00,2014
10,3705,5.0,1395014400,2014-03-17 01:00:00,2014
10,3238,1.0,1394755200,2014-03-14 01:00:00,2014
17,3169,5.0,1468108800,2016-07-10 02:00:00,2016
17,3739,5.0,1467849600,2016-07-07 02:00:00,2016
10,3230,5.0,1392768000,2014-02-19 01:00:00,2014
10,899,5.0,1392163200,2014-02-12 01:00:00,2014
19,3443,5.0,1451952000,2016-01-05 01:00:00,2016
