user,item,rating,timestamp
275,321,1,874786392
93,1216,1,891723086
129,378,1,875801662
37,327,1,892428688
159,718,1,876857977
292,1266,1,888906966
25,929,1,891385985
129,215,1,875216545
91,1078,1,886443455
255,451,1,882164999
0,60,1,878542420
71,47,1,880036718
55,754,1,892910207
12,359,1,882140926
14,404,1,879455957
91,76,1,875654637
206,475,1,884386343
291,173,1,881105481
231,482,1,888549622
250,747,1,886272175
223,25,1,888104153
180,219,1,878962392
258,254,1,874724710
304,470,1,886323648
51,279,1,882922806
160,201,1,891170769
147,407,1,877399018
124,234,1,892838559
96,227,1,884238860
57,1097,1,884304936
82,233,1,887665548
89,346,1,891383319
271,177,1,879455113
193,180,1,879521396
124,477,1,879454628
109,687,1,886987605
298,13,1,877877775
150,9,1,879524921
268,126,1,891446165
5,13,1,883599249
53,105,1,880937882
302,68,1,879467542
15,943,1,877727122
300,789,1,882078621
275,1090,1,874793035
304,213,1,886323068
193,1027,1,879541148
90,322,1,891438397
86,553,1,879875940
293,108,1,877819599
285,170,1,877531791
199,317,1,884128458
228,327,1,891632142
177,567,1,882826555
302,841,1,879484804
61,64,1,879374686
206,590,1,876018608
91,171,1,875653271
300,400,1,882078040
35,338,1,882157581
69,745,1,884150257
62,241,1,875747190
27,200,1,881961671
278,67,1,875307407
249,6,1,878089716
13,97,1,890881335
298,1017,1,889502324
193,53,1,879525876
302,814,1,879485532
118,236,1,874775038
294,217,1,879966498
267,929,1,875742942
267,1,1,875744173
65,257,1,883601089
232,201,1,879394264
82,622,1,880308578
213,333,1,891542540
191,475,1,881368243
99,343,1,891374868
267,144,1,875744501
300,55,1,882076587
306,88,1,879283786
233,140,1,892334609
82,575,1,880308755
180,263,1,878961624
296,132,1,875240090
37,152,1,892430369
6,381,1,891352093
263,812,1,886122952
180,871,1,878961814
200,145,1,884140579
84,506,1,879456199
268,366,1,891450023
58,467,1,888205855
285,142,1,889651549
192,95,1,889124507
112,594,1,875936424
291,10,1,881104093
129,1013,1,876250718
274,97,1,875155140
188,519,1,893265380
218,81,1,889452455
217,208,1,877488546
122,426,1,879873020
118,221,1,874775311
157,176,1,880134407
221,117,1,877563802
301,321,1,879436875
278,500,1,875308843
300,78,1,882076403
180,2,1,878963441
200,694,1,884140115
12,197,1,881515193
0,188,1,888732928
144,236,1,875270570
22,384,1,874786462
200,766,1,884114505
295,704,1,884197193
41,545,1,881105817
32,871,1,891964230
300,553,1,882078830
15,63,1,877720297
94,134,1,879197562
153,356,1,879138713
76,483,1,884733766
295,507,1,884196584
301,302,1,879436785
243,672,1,880606667
221,76,1,878183616
12,214,1,882140588
15,704,1,877722736
269,451,1,876956264
144,14,1,875270655
186,63,1,879465631
199,303,1,876041644
169,748,1,887646170
100,828,1,877136138
183,217,1,889909840
127,203,1,879967478
180,1294,1,878961781
183,152,1,889911285
0,32,1,878542699
0,159,1,875072547
183,320,1,889906967
53,594,1,880937813
93,342,1,891725009
127,507,1,879967767
22,322,1,874784266
300,226,1,882077222
300,190,1,882075672
111,902,1,892440172
81,182,1,878769848
221,723,1,878181976
217,429,1,877488316
307,1196,1,887739521
302,133,1,879467959
132,750,1,890588547
214,211,1,891435680
68,255,1,882126156
253,661,1,887347350
275,1,1,874792436
103,983,1,888442575
62,1066,1,875747514
266,409,1,878970785
12,55,1,881515011
239,878,1,885775745
285,236,1,875806800
293,270,1,889241426
89,1085,1,891384424
17,25,1,880129731
91,228,1,875656201
307,648,1,887739292
143,88,1,888105691
190,301,1,891560253
58,950,1,888206409
199,95,1,884129409
15,196,1,877726146
60,677,1,892302309
270,198,1,885848448
270,708,1,885849325
141,168,1,888640356
274,596,1,876197678
221,150,1,878182109
86,39,1,879876917
206,257,1,877879172
271,1392,1,879454663
176,332,1,880130397
206,1114,1,879664906
298,576,1,889503806
270,377,1,885849447
304,424,1,886324486
48,958,1,888068912
93,1223,1,891722802
129,1016,1,874953895
9,174,1,877888677
202,320,1,880433418
190,285,1,891560842
42,322,1,875975110
20,557,1,874951695
196,95,1,891409839
12,343,1,888073635
193,65,1,879527264
233,205,1,892334543
307,401,1,887740700
307,639,1,887737036
268,521,1,891447773
93,264,1,891721889
267,61,1,875310824
271,11,1,879455254
120,290,1,891390477
295,19,1,884196921
133,285,1,891732334
179,461,1,877544218
233,611,1,892079140
103,116,1,888465972
37,757,1,892434626
268,844,1,891456255
6,162,1,891353444
233,1450,1,892078343
274,404,1,876197645
51,249,1,882922661
101,822,1,888801465
12,185,1,890704999
177,730,1,882827532
235,70,1,890116671
255,780,1,882165296
262,175,1,891299752
243,185,1,880605697
278,1180,1,875314001
42,814,1,883956189
82,77,1,880309089
150,196,1,879528710
253,435,1,886474216
108,630,1,880579371
296,715,1,875239422
248,187,1,879641067
143,698,1,888106106
300,603,1,882075994
63,391,1,889737542
91,500,1,875653665
221,96,1,878181739
267,435,1,875310745
292,134,1,888905550
212,172,1,878955442
159,459,1,876861185
12,497,1,882139901
58,714,1,888205921
4,16,1,875636198
124,162,1,879454956
173,314,1,886432749
113,504,1,881260203
212,514,1,878870518
22,195,1,874786926
127,14,1,879968827
238,55,1,889179478
180,278,1,878962955
290,79,1,875086354
249,237,1,878089963
200,648,1,884114275
59,59,1,883327734
180,324,1,878961814
118,406,1,887038665
286,0,1,875334088
215,227,1,880245642
215,530,1,880233810
202,470,1,880434463
91,586,1,875660408
12,891,1,882774224
212,175,1,878956338
285,287,1,875806672
116,1046,1,881009697
98,110,1,885678886
10,557,1,891904214
64,46,1,879216672
294,193,1,879517412
268,216,1,891451610
84,258,1,881705026
249,595,1,878089921
136,143,1,881433689
200,959,1,884112077
256,136,1,882049932
110,327,1,891679939
90,479,1,891438875
214,210,1,891436202
180,937,1,878961586
188,1059,1,893264301
0,19,1,887431883
302,403,1,879468375
298,304,1,879737314
186,209,1,879465242
221,277,1,877563913
213,567,1,892668197
292,769,1,888906655
284,190,1,890595859
302,251,1,879544791
95,155,1,884402860
71,1109,1,880037334
114,1066,1,881171009
6,429,1,891352178
115,349,1,886977926
72,479,1,888625753
268,245,1,891457067
262,418,1,891299514
69,430,1,884150257
220,474,1,875244204
71,181,1,880036515
24,356,1,885852757
289,49,1,880473582
188,525,1,893266205
298,302,1,877618584
263,293,1,886121516
199,364,1,884129962
186,134,1,879465653
183,186,1,889909024
62,288,1,875746985
12,228,1,882397650
297,485,1,884183063
234,184,1,889655435
61,711,1,879376178
245,93,1,884923505
53,741,1,880934806
62,761,1,875747688
10,731,1,891904596
91,167,1,875653723
7,549,1,879362356
306,173,1,879283480
302,199,1,879468459
255,848,1,882164603
71,53,1,880036854
163,405,1,889402389
116,149,1,880125101
223,76,1,888103872
192,868,1,889127811
93,183,1,891720862
280,337,1,881200457
129,108,1,874953794
127,370,1,879966954
93,719,1,891723593
181,844,1,885613067
128,872,1,883245452
253,228,1,886474580
63,380,1,879365491
150,175,1,879524293
44,24,1,881014015
192,878,1,889123257
275,921,1,889174849
275,56,1,874787526
233,186,1,892079140
180,305,1,878962006
20,369,1,874951293
292,248,1,888905229
263,720,1,886123656
9,610,1,877886722
196,345,1,891409070
275,141,1,874792945
307,426,1,887736584
220,942,1,875246759
130,125,1,883681514
267,823,1,876518557
108,7,1,880572642
197,57,1,884208173
229,679,1,880484286
180,740,1,878962918
191,1060,1,881368891
233,447,1,892335501
89,899,1,891382309
192,940,1,889124890
127,602,1,879966839
125,904,1,887855283
243,264,1,880606634
89,288,1,891382310
156,24,1,886890787
304,70,1,886323684
118,381,1,874781742
20,221,1,874951382
230,180,1,888605273
279,507,1,891700453
287,131,1,886374129
278,1496,1,890780576
300,32,1,882078228
71,698,1,880036783
89,258,1,891382392
307,54,1,887738760
58,741,1,888203053
93,743,1,891721462
129,641,1,875216933
25,1014,1,891352136
55,120,1,892679480
81,507,1,884714249
61,11,1,879373613
275,39,1,874791871
180,1014,1,878963121
151,300,1,880147407
177,844,1,882824291
216,596,1,889070087
78,302,1,891271203
137,483,1,879024127
307,80,1,887737293
74,283,1,884050393
268,197,1,891447062
306,93,1,877122695
221,780,1,881059677
120,739,1,891390544
268,21,1,891448072
12,863,1,882141924
229,741,1,880485043
268,506,1,891448800
238,1098,1,889179253
244,1027,1,888513447
55,545,1,892679460
294,960,1,879519556
270,1027,1,885848102
221,811,1,881059117
68,239,1,882126156
9,6,1,877892210
21,375,1,878887112
293,930,1,889242857
81,716,1,884714492
278,398,1,875313859
268,233,1,891449406
5,97,1,883600680
242,1038,1,879988184
297,180,1,884125629
281,324,1,881703044
77,322,1,879633567
117,199,1,875384647
282,1113,1,879297545
170,291,1,891034835
69,216,1,884151119
9,99,1,877891747
244,180,1,888513664
106,332,1,891264267
245,560,1,884923445
12,900,1,883670672
275,69,1,874790826
243,16,1,880607205
188,55,1,893265263
225,241,1,883888671
61,1015,1,879373008
275,416,1,874792907
213,477,1,891544052
305,234,1,876504354
221,25,1,878183043
279,630,1,891700751
59,429,1,883326122
55,70,1,892683275
41,273,1,881105817
0,201,1,875072442
12,808,1,882397582
172,288,1,877556988
14,748,1,879455311
184,22,1,883524249
279,539,1,891702304
243,380,1,880604077
149,292,1,878746946
6,496,1,891352134
177,316,1,882826915
177,741,1,882823833
94,1216,1,880572658
233,1461,1,892333865
96,221,1,884238887
108,126,1,880563471
116,267,1,880124306
268,704,1,891448850
129,1245,1,876252497
263,654,1,886123530
206,12,1,875506839
41,587,1,881108147
245,408,1,884923372
86,366,1,879876702
100,303,1,877135677
255,126,1,882164406
91,793,1,875654798
180,761,1,878963418
212,234,1,878955115
91,738,1,876175582
291,660,1,881105561
245,664,1,884922831
273,844,1,878945579
187,691,1,875072583
17,85,1,880129731
4,438,1,878844423
235,631,1,890116254
192,406,1,889127921
143,708,1,888105940
89,1197,1,891383866
47,608,1,879434819
4,224,1,875635723
21,127,1,878887983
310,431,1,884365485
7,21,1,879362183
275,187,1,874792547
221,172,1,878183043
71,865,1,880035887
298,133,1,878192311
0,170,1,889751711
307,294,1,887741461
164,215,1,879525778
221,48,1,878183512
180,120,1,878962623
199,10,1,884129542
233,625,1,892336358
243,706,1,880606243
89,24,1,891384789
207,215,1,883108324
262,95,1,891298336
133,322,1,891732335
278,585,1,892864663
1,291,1,888550774
287,592,1,886892127
48,301,1,888065432
285,152,1,877531406
204,303,1,888284313
21,79,1,878887227
233,317,1,892078890
222,327,1,891548959
14,24,1,879456204
267,146,1,876514002
93,1219,1,891722678
273,404,1,878945840
6,491,1,891352010
267,216,1,875744501
15,54,1,877717956
163,619,1,889402298
289,160,1,880474293
91,514,1,875640800
238,1069,1,889179032
55,448,1,892679308
247,233,1,884534968
233,9,1,891227851
279,1048,1,891702486
307,186,1,887738760
275,63,1,874787441
191,947,1,881368302
121,508,1,879270511
84,587,1,880838306
261,930,1,879790874
200,271,1,886013700
180,869,1,878962623
294,738,1,879518319
262,567,1,891299387
294,38,1,879518279
200,1099,1,884112800
92,819,1,888705966
158,1027,1,880557539
157,664,1,880134532
292,422,1,888906070
81,596,1,878768882
275,180,1,874786488
12,822,1,882397833
216,1,1,889069782
82,659,1,880308256
188,19,1,893264466
221,795,1,878183684
145,1021,1,891458193
266,120,1,878970681
125,293,1,887855087
180,1059,1,878962675
124,79,1,892838865
42,119,1,884029430
12,779,1,882142057
252,258,1,891628883
41,43,1,881108548
76,517,1,884753202
290,685,1,874835165
267,20,1,875742822
261,27,1,879792220
233,80,1,892334680
28,244,1,882820803
235,56,1,890116575
157,728,1,880133116
155,660,1,888185947
231,51,1,888550130
167,865,1,884287927
36,287,1,880915258
140,244,1,884584426
234,229,1,889655162
101,69,1,888803537
76,171,1,884752562
89,505,1,891383319
185,565,1,879023663
43,659,1,878347915
117,773,1,875385198
6,660,1,891351624
48,1002,1,888068651
61,67,1,879374969
41,1027,1,881106072
177,432,1,882827834
84,50,1,879454782
76,473,1,884732407
57,1098,1,892243079
55,1046,1,892911290
196,687,1,891409564
285,98,1,878141681
89,257,1,891382121
180,1287,1,878962349
294,189,1,879517062
223,68,1,888082495
271,316,1,879454977
220,1009,1,875246662
65,876,1,883601089
206,317,1,877124871
233,486,1,892079237
6,647,1,891351653
86,81,1,879875774
194,1051,1,877835102
43,448,1,883613334
305,286,1,876504442
193,171,1,879521474
93,61,1,891722933
166,658,1,892738277
107,99,1,879879720
229,303,1,880484286
180,926,1,878962675
53,301,1,880928519
89,21,1,891384357
180,695,1,878962997
285,356,1,877531537
13,268,1,892242403
310,178,1,884365357
91,120,1,875640679
20,439,1,874951798
243,549,1,880602264
180,404,1,878962919
64,805,1,879216529
36,539,1,880916070
43,442,1,878348289
243,182,1,880606043
0,264,1,878542441
269,24,1,876954456
298,386,1,889502756
93,571,1,891723883
285,745,1,877533058
238,271,1,889181247
215,54,1,880245145
253,120,1,886472369
61,664,1,879376483
177,384,1,882826982
193,22,1,879522819
267,954,1,875745160
187,142,1,875072674
275,293,1,874786366
157,1097,1,880135069
206,844,1,881681663
160,47,1,891170745
304,653,1,886323937
46,323,1,879439078
63,735,1,889739212
190,750,1,891560753
6,377,1,891353011
58,91,1,888204997
68,267,1,882027109
9,460,1,877888944
20,128,1,874951382
57,8,1,884304328
193,151,1,879549996
6,199,1,891353543
112,125,1,875076827
172,327,1,877557028
94,232,1,879196354
15,193,1,877720733
58,322,1,888206809
310,653,1,884365075
291,588,1,881105516
42,202,1,883955224
78,49,1,891271545
234,69,1,889655619
124,189,1,892836309
283,321,1,885329671
302,160,1,879468547
253,377,1,886474396
254,1033,1,883217030
103,300,1,888442275
89,922,1,891383912
5,462,1,883601713
278,121,1,875297433
285,297,1,875807004
221,447,1,878183565
296,56,1,875239383
41,624,1,881108873
129,1216,1,875801778
253,356,1,886472466
108,474,1,880563641
229,1443,1,880485726
243,309,1,880601905
5,300,1,883600406
35,747,1,882157285
255,442,1,882164727
101,514,1,888801316
103,284,1,888465201
20,446,1,874951695
110,300,1,891680028
17,407,1,880129628
24,221,1,885852817
109,943,1,886989501
269,97,1,876955868
67,236,1,876974133
82,214,1,880307940
5,257,1,883268278
88,215,1,879459859
127,316,1,879968029
304,511,1,886323525
183,411,1,889912691
285,174,1,877532470
278,1427,1,888465209
255,85,1,882165103
220,47,1,875245462
139,331,1,879013617
189,976,1,891042938
10,226,1,891905896
200,202,1,884114471
149,180,1,878746685
125,244,1,887854726
19,207,1,879669401
143,741,1,888104122
180,929,1,878963275
108,565,1,880578814
84,1064,1,879455021
212,132,1,878955973
221,378,1,878184290
222,10,1,891550649
214,420,1,891435704
217,207,1,877488366
173,936,1,886432989
274,185,1,880314383
67,741,1,876974198
267,582,1,876513830
159,461,1,876858346
194,272,1,878019342
223,177,1,888082468
4,109,1,875636493
98,1015,1,885678724
1,250,1,888552084
291,8,1,881104148
71,567,1,880037203
84,227,1,882813248
82,280,1,880307072
91,830,1,886443708
6,542,1,891351772
86,400,1,879876813
286,925,1,875334340
0,154,1,878542201
233,631,1,892079538
221,52,1,878184113
23,63,1,875322758
6,553,1,891354639
81,55,1,878769410
160,317,1,891170824
195,392,1,881251863
55,90,1,892683275
81,476,1,876311344
6,471,1,891353357
255,760,1,882164644
225,55,1,883889102
278,740,1,875296891
307,1285,1,887738151
15,7,1,877722736
179,201,1,877128388
202,92,1,880434940
144,55,1,875271896
287,304,1,886372527
83,741,1,883450643
43,643,1,878347818
16,12,1,885272654
312,116,1,891015319
147,0,1,877019411
196,346,1,891409070
20,163,1,874951695
278,981,1,875298314
238,490,1,889181015
184,286,1,883526288
296,88,1,875239125
302,67,1,879467361
185,249,1,879023607
72,205,1,888625754
103,755,1,888465739
93,215,1,885870665
238,193,1,889178833
196,510,1,891409839
279,0,1,891700426
0,116,1,874965739
223,582,1,888103729
302,396,1,879543831
59,161,1,883327734
197,257,1,884204501
238,512,1,889178887
5,68,1,883601277
232,374,1,876374419
84,641,1,882995615
109,37,1,886988574
183,521,1,889908462
98,872,1,885678436
12,417,1,882398763
200,517,1,884112201
12,857,1,882397068
213,130,1,891544465
295,227,1,884197264
221,86,1,878182589
278,724,1,875314144
216,181,1,889070109
84,432,1,879828720
238,233,1,889178762
12,71,1,882141727
193,76,1,879527421
207,662,1,883108476
108,177,1,880572950
229,171,1,880484523
58,484,1,888204466
312,477,1,891014373
69,1132,1,884151344
61,181,1,879375169
197,233,1,884207833
64,124,1,879217509
173,659,1,886514261
89,11,1,891383241
129,1247,1,880396702
99,353,1,891375260
282,431,1,879297965
274,417,1,875154718
310,97,1,884364502
194,750,1,883295500
129,104,1,876251160
268,251,1,891456350
285,72,1,877532965
6,622,1,891354217
55,221,1,892679439
209,203,1,887730676
238,8,1,889180446
95,86,1,884403531
296,72,1,875239691
248,238,1,879572284
93,859,1,891723706
83,120,1,883452307
274,264,1,880314031
134,1045,1,879858003
290,1177,1,875086354
124,381,1,892836623
69,398,1,884068521
310,8,1,884963365
300,522,1,882076146
151,684,1,880149074
243,171,1,880605665
274,1090,1,875154535
52,280,1,879443288
197,117,1,884206513
243,789,1,880608037
25,124,1,891371676
150,12,1,879542688
123,495,1,890286933
23,190,1,875323003
270,64,1,885849419
306,633,1,879283385
293,1244,1,877819265
233,240,1,892335042
24,500,1,885852301
292,136,1,888904653
200,431,1,884111312
74,239,1,884050661
12,180,1,882140354
206,67,1,877125350
1,49,1,888552084
312,565,1,891016220
143,124,1,888104191
187,442,1,875074329
275,323,1,874786419
144,973,1,882182634
71,233,1,880037418
82,384,1,887665549
180,618,1,878963086
108,401,1,880581344
206,106,1,876198301
184,215,1,883526268
13,212,1,890881557
148,318,1,883512658
56,78,1,883698495
229,962,1,880484370
175,874,1,886047442
252,96,1,891628501
283,268,1,885328991
105,525,1,881452685
120,179,1,891388286
61,85,1,879374640
290,417,1,875086920
83,1032,1,883452711
292,379,1,888907527
206,57,1,875991047
193,186,1,879520813
108,96,1,880578711
282,844,1,879297442
296,274,1,874954260
180,333,1,878961749
77,254,1,879633745
10,424,1,891904300
307,58,1,887737647
192,1077,1,889126943
296,233,1,875239018
86,584,1,879877008
249,203,1,878091682
7,49,1,879362124
185,147,1,891719774
311,691,1,891699426
90,682,1,891438351
4,453,1,875721432
290,375,1,875086534
174,126,1,877107640
144,736,1,875272833
6,643,1,891351685
275,418,1,874792907
82,209,1,880307751
101,523,1,888803537
152,173,1,881371140
61,301,1,879371909
48,994,1,888065577
267,297,1,875742647
206,553,1,877822854
312,615,1,891015049
285,43,1,877532173
278,167,1,875296435
275,473,1,889174904
61,58,1,879373821
253,218,1,886475980
82,96,1,880308690
62,99,1,875747319
15,177,1,877719333
296,232,1,875239914
89,944,1,891383866
84,24,1,879452769
41,97,1,881106711
302,392,1,879484981
273,49,1,878944679
103,298,1,888442436
93,791,1,885873006
183,97,1,889908539
292,707,1,888907527
247,588,1,884534968
17,949,1,880130764
216,26,1,889070011
199,891,1,884127082
200,147,1,884140751
295,221,1,884196640
6,661,1,892133739
195,380,1,881251728
68,426,1,882145465
71,195,1,880036747
255,471,1,882152471
127,181,1,879967225
150,746,1,879524564
6,170,1,891351287
285,84,1,877533224
171,219,1,875537441
307,515,1,887736743
189,973,1,891625949
81,755,1,878768741
307,435,1,887739257
58,234,1,888203658
63,1062,1,889739539
144,755,1,885557506
219,297,1,881198966
20,323,1,874950889
284,268,1,890595313
206,64,1,878104594
197,657,1,884208173
219,332,1,881197771
209,69,1,887730589
180,13,1,878962392
157,127,1,880134296
142,681,1,888407741
74,236,1,884050309
198,220,1,883782854
222,1149,1,891549841
296,24,1,874954497
275,77,1,877934828
298,846,1,877877649
292,324,1,888904353
300,137,1,882079446
0,46,1,875072125
163,280,1,889401906
95,672,1,884402860
290,1015,1,874833827
6,450,1,891353892
232,176,1,877661496
5,516,1,883602212
201,282,1,879727153
213,116,1,891543241
183,601,1,889909691
276,256,1,879543487
193,211,1,879524216
94,67,1,879196231
24,256,1,885853415
5,22,1,883601365
37,572,1,892433660
312,435,1,891029877
21,240,1,878888025
261,616,1,879793715
129,568,1,880396494
65,180,1,883601425
20,947,1,874951054
180,1331,1,878962278
261,173,1,879791948
205,301,1,888180227
221,21,1,878183285
75,60,1,875028123
150,702,1,879542460
313,27,1,877888346
12,146,1,882397502
43,257,1,878340824
302,417,1,879483510
15,88,1,877717833
269,557,1,876954927
247,116,1,884535433
124,317,1,879454309
137,522,1,879024043
267,385,1,875743978
290,14,1,874833668
233,146,1,892335372
238,95,1,889178798
14,330,1,879455166
93,154,1,891723807
135,88,1,882848925
222,422,1,891550684
81,193,1,878770027
144,354,1,888396967
279,844,1,891700925
178,338,1,892151366
177,198,1,882826306
306,948,1,877123315
9,487,1,877888613
115,330,1,876451911
22,257,1,876785704
307,173,1,887736696
184,113,1,883524320
187,236,1,875073648
117,653,1,875385007
245,720,1,884921794
233,97,1,892078567
193,238,1,879522917
93,23,1,885873423
121,377,1,879270769
311,99,1,891698613
261,63,1,879793022
153,241,1,879138235
222,762,1,891550067
98,402,1,885680374
82,42,1,880308690
129,306,1,877984546
173,401,1,886513729
255,486,1,882164231
58,176,1,888204349
160,167,1,891171174
243,52,1,880607489
249,195,1,878091818
42,39,1,883956468
284,149,1,890595636
41,952,1,881108815
96,669,1,884239744
121,509,1,879270327
60,322,1,891206450
221,105,1,883816184
3,263,1,892004275
303,258,1,884967253
36,402,1,880915942
48,67,1,888069513
302,1097,1,879467959
164,371,1,879525987
175,323,1,886047292
2,334,1,889237269
55,868,1,892683895
43,14,1,878341343
189,116,1,891033697
28,188,1,882821942
93,173,1,885870231
129,948,1,876251944
116,180,1,880124648
302,778,1,879543418
18,434,1,885412840
193,190,1,879521856
157,23,1,880134261
55,446,1,892679067
261,222,1,879791816
180,1333,1,878962240
213,136,1,891543227
91,746,1,875656164
187,95,1,875073128
57,172,1,884305353
243,153,1,880606385
133,878,1,891732393
297,624,1,884183406
253,229,1,886472400
229,137,1,880485197
15,208,1,877722736
150,834,1,879524199
180,1326,1,878963305
144,1247,1,875272195
199,587,1,884128499
247,256,1,884535840
296,431,1,875239658
311,132,1,891699296
150,11,1,879524368
109,567,1,886988449
304,482,1,886323068
140,257,1,884584338
43,239,1,878346997
185,262,1,879023571
213,212,1,891544414
232,207,1,880610814
103,286,1,888465347
311,152,1,891699491
0,221,1,878873388
205,322,1,888179833
229,418,1,880484587
55,449,1,892679374
93,650,1,891725332
204,315,1,888284710
13,173,1,890881294
267,789,1,876513785
275,1080,1,880913705
82,928,1,880307140
267,579,1,875309344
221,1040,1,881060155
278,88,1,875306910
4,423,1,875635807
111,330,1,884992603
295,428,1,884197330
17,201,1,880130515
12,867,1,882139901
86,209,1,879875734
9,284,1,877889186
180,327,1,878961227
22,462,1,874785843
252,745,1,891628630
233,227,1,892079190
298,1046,1,877880041
65,0,1,883601324
215,173,1,881432488
289,207,1,880475245
78,1160,1,891271697
263,447,1,886122031
3,302,1,892002352
143,830,1,888104805
137,516,1,879024279
63,432,1,889740286
4,0,1,875635748
275,356,1,874787526
61,432,1,879375588
238,474,1,889178689
292,165,1,888905520
129,233,1,875216932
263,69,1,886123596
207,196,1,883108797
23,762,1,875322875
278,1161,1,875314334
2,244,1,889237247
100,595,1,877136564
161,1018,1,877636556
222,907,1,891548802
98,245,1,888469392
238,429,1,889180338
159,159,1,876862078
171,579,1,875538028
302,1159,1,879544629
53,675,1,880935294
43,506,1,878347392
209,96,1,887736454
163,929,1,889402340
298,239,1,877878414
27,216,1,881961671
304,78,1,886324276
17,728,1,880131236
81,342,1,884713755
108,1011,1,880564570
206,24,1,876079113
91,1208,1,875660468
108,0,1,880563619
14,221,1,879455730
57,708,1,884304812
302,692,1,879466771
151,110,1,880148782
193,159,1,879551380
91,240,1,875655961
76,90,1,884752924
243,661,1,880606533
176,320,1,880130481
130,220,1,883681561
196,301,1,891409070
226,49,1,879035347
84,281,1,879829618
294,71,1,879518714
180,0,1,878962392
276,254,1,879544145
278,95,1,875310606
0,252,1,874965970
17,181,1,880130640
275,567,1,882659211
86,176,1,879875940
176,68,1,880131088
